from,to,anno,tipo,sigla_prov_from,cod_prov_from,sigla_prov_to,cod_prov_to,data_evento
002149,096070,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002151,096071,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002153,096072,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002154,096073,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002155,096074,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002157,096075,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002159,096076,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002160,096077,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002161,096078,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002162,096079,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002165,096080,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002167,096081,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002168,096082,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002169,096083,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
003003,103001,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003004,103002,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003005,103003,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003007,103004,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003009,103005,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003010,103006,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003011,103007,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003013,103008,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003014,103009,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003015,103010,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003017,103011,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003020,103012,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003028,103013,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003029,103014,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003031,103015,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003033,103016,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003034,103017,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003035,103018,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003038,103019,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003046,103020,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003048,103021,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003050,103022,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003053,103023,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003054,103024,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003056,103025,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003057,103026,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003059,103027,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003061,103028,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003063,103029,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003064,103030,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003067,103031,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003072,103032,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003074,103033,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003075,103034,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003078,103035,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003080,103036,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003081,103037,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003085,103038,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003086,103039,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003087,103040,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003089,103041,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003092,103042,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003094,103043,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003096,103044,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003099,103045,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003101,103046,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003102,103047,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003105,103048,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003107,103049,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003110,103050,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003111,103051,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003113,103052,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003117,103053,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003118,103054,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003123,103055,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003124,103056,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003125,103057,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003126,103058,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003127,103059,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003128,103060,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003132,103061,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003136,103062,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003137,103063,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003142,103064,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003145,103065,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003147,103066,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003148,103067,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003150,103068,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003151,103069,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003152,103070,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003155,103071,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003156,103072,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003160,103073,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003161,103074,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003162,103075,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003163,103076,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
003165,103077,1995,AP-Cambio appartenenza Provincia,NO,003,VB,103,01/01/1995
013001,097001,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013002,097002,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013008,097003,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013014,097004,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013016,097005,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013017,097006,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013018,097007,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013020,097008,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013027,097009,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013031,097010,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013033,097011,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013039,097012,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013049,097015,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013051,097016,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013054,097017,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013056,097018,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013057,097019,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013066,097020,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013067,097021,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013069,097022,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013072,097023,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013073,097024,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013078,097025,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013079,097026,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013080,097027,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013081,097028,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013082,097029,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013086,097030,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013088,097031,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013091,097032,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013094,097033,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013096,097035,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013103,097036,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013104,097037,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013105,097038,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013115,097039,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013116,097040,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013117,097041,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013124,097042,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013127,097043,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013132,097044,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013140,097045,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013141,097046,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013142,097047,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013146,097048,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013149,097049,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013150,097050,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013151,097051,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013156,097054,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013158,097055,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013162,097056,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013164,097057,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013166,097058,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013167,097059,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013168,097060,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013171,097061,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013173,097062,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013174,097063,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013176,097064,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013177,097065,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013180,097066,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013181,097067,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013182,097068,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013190,097069,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013191,097070,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013196,097071,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013198,097072,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013200,097073,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013209,097074,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013213,097075,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013214,097076,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013219,097077,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013220,097078,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013221,097079,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013224,097081,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013230,097082,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013231,097083,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013235,097084,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013237,097085,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013240,097087,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013241,097088,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013243,097089,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013244,097090,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
013247,097053,1995,AP-Cambio appartenenza Provincia,CO,013,LC,097,01/01/1995
015001,098001,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015020,098002,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015025,098003,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015028,098004,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015029,098005,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015031,098006,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015043,098007,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015052,098008,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015053,098009,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015054,098010,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015056,098011,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015057,098012,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015063,098013,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015064,098014,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015065,098015,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015066,098016,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015067,098017,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015073,098018,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015079,098019,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015083,098020,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015089,098021,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015090,098022,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015091,098023,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015094,098024,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015095,098025,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015102,098026,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015104,098027,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015109,098028,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015111,098029,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015124,098030,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015126,098031,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015127,098032,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015128,098033,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015132,098034,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015133,098035,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015135,098036,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015137,098037,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015141,098038,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015143,098039,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015148,098040,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015153,098041,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015160,098042,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015162,098043,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015163,098044,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015174,098045,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015190,098046,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015193,098047,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015196,098048,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015197,098049,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015198,098050,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015199,098051,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015203,098052,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015207,098053,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015214,098054,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015215,098055,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015218,098057,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015225,098058,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015228,098059,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015238,098060,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015240,098056,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
015245,098061,1995,AP-Cambio appartenenza Provincia,MI,015,LO,098,01/01/1995
016045,097013,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
016054,097014,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
016095,097034,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
016138,097052,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
016215,097080,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
016231,097086,1995,AP-Cambio appartenenza Provincia,BG,016,LC,097,01/01/1995
029016,029052,1995,ES-Estinzione,RO,029,RO,029,01/01/1995
029020,029052,1995,ES-Estinzione,RO,029,RO,029,01/01/1995
029052,029016,1995,CS-Costituzione,RO,029,RO,029,01/01/1995
029052,029020,1995,CS-Costituzione,RO,029,RO,029,01/01/1995
040002,099001,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040006,099002,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040010,099003,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040017,099004,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040021,099005,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040023,099006,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040024,099007,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040025,099008,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040026,099009,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040027,099010,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040029,099011,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040030,099012,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040034,099013,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040035,099014,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040038,099015,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040039,099016,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040040,099017,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040042,099018,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040048,099019,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
040051,099020,1995,AP-Cambio appartenenza Provincia,FC,040,RN,099,01/01/1995
048007,100001,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048009,100002,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048029,100003,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048034,100005,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048047,100006,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048048,100007,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
048051,100004,1995,AP-Cambio appartenenza Provincia,FI,048,PO,100,01/01/1995
079001,102001,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079006,102002,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079010,101001,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079013,102003,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079014,102004,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079015,101002,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079016,102005,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079019,101003,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079021,101004,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079022,101005,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079026,101006,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079028,102006,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079031,101007,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079032,101008,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079035,101009,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079037,101010,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079038,101011,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079040,101012,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079041,102007,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079044,102008,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079045,102009,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079046,102010,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079049,102011,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079050,102012,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079051,102013,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079053,102014,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079054,102015,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079057,102016,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079062,102017,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079064,101013,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079066,102018,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079067,102019,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079070,102020,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079075,101014,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079076,101015,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079078,102021,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079079,102022,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079082,102023,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079084,102024,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079086,102025,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079090,101016,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079091,102026,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079093,101017,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079097,102027,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079098,102028,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079100,102029,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079101,102030,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
079102,101018,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079103,101019,1995,AP-Cambio appartenenza Provincia,CZ,079,KR,101,01/01/1995
079104,102031,1995,AP-Cambio appartenenza Provincia,CZ,079,VV,102,01/01/1995
