from,to,anno,tipo,sigla_prov_from,cod_prov_from,sigla_prov_to,cod_prov_to,data_evento
048023,048052,2014,ES-Estinzione,FI,048,FI,048,01/01/2014
048040,048053,2014,ES-Estinzione,FI,048,FI,048,01/01/2014
048042,048053,2014,ES-Estinzione,FI,048,FI,048,01/01/2014
048052,048016,2014,CS-Costituzione,FI,048,FI,048,01/01/2014
048052,048023,2014,CS-Costituzione,FI,048,FI,048,01/01/2014
048053,048040,2014,CS-Costituzione,FI,048,FI,048,01/01/2014
048053,048042,2014,CS-Costituzione,FI,048,FI,048,01/01/2014
050007,050040,2014,ES-Estinzione,PI,050,PI,050,01/01/2014
050013,050041,2014,ES-Estinzione,PI,050,PI,050,01/01/2014
050017,050040,2014,ES-Estinzione,PI,050,PI,050,01/01/2014
050018,050041,2014,ES-Estinzione,PI,050,PI,050,01/01/2014
050040,050007,2014,CS-Costituzione,PI,050,PI,050,01/01/2014
050040,050017,2014,CS-Costituzione,PI,050,PI,050,01/01/2014
050041,050013,2014,CS-Costituzione,PI,050,PI,050,01/01/2014
050041,050018,2014,CS-Costituzione,PI,050,PI,050,01/01/2014
051009,051040,2014,ES-Estinzione,AR,051,AR,051,01/01/2014
051029,051040,2014,ES-Estinzione,AR,051,AR,051,01/01/2014
051032,051041,2014,ES-Estinzione,AR,051,AR,051,01/01/2014
051036,051041,2014,ES-Estinzione,AR,051,AR,051,01/01/2014
051040,051009,2014,CS-Costituzione,AR,051,AR,051,01/01/2014
051040,051029,2014,CS-Costituzione,AR,051,AR,051,01/01/2014
051041,051032,2014,CS-Costituzione,AR,051,AR,051,01/01/2014
051041,051036,2014,CS-Costituzione,AR,051,AR,051,01/01/2014
099012,099028,2014,ES-Estinzione,RN,099,RN,099,01/01/2014
099019,099028,2014,ES-Estinzione,RN,099,RN,099,01/01/2014
099028,099012,2014,CS-Costituzione,RN,099,RN,099,01/01/2014
099028,099019,2014,CS-Costituzione,RN,099,RN,099,01/01/2014
025042,025070,2013,ES-Estinzione,BL,025,BL,025,28/12/2013
025064,025070,2013,ES-Estinzione,BL,025,BL,025,28/12/2013
025070,025042,2013,CS-Costituzione,BL,025,BL,025,28/12/2013
025070,025064,2013,CS-Costituzione,BL,025,BL,025,28/12/2013
064061,064121,2013,ES-Estinzione,AV,064,AV,064,03/12/2013
064062,064121,2013,ES-Estinzione,AV,064,AV,064,03/12/2013
064121,064061,2013,CS-Costituzione,AV,064,AV,064,03/12/2013
064121,064062,2013,CS-Costituzione,AV,064,AV,064,03/12/2013
013036,013102,2013,CE-Cessione territorio,CO,013,CO,013,12/11/2013
013036,013102,2013,AQ-Acquisizione territorio,CO,013,CO,013,12/11/2013
013102,013036,2013,CE-Cessione territorio,CO,013,CO,013,12/11/2013
013102,013036,2013,AQ-Acquisizione territorio,CO,013,CO,013,12/11/2013
013138,013245,2013,AQ-Acquisizione territorio,CO,013,CO,013,12/11/2013
013245,013138,2013,CE-Cessione territorio,CO,013,CO,013,12/11/2013
017189,017189,2013,CD-Cambio denominazione,BS,017,BS,017,12/11/2013
021011,021111,2013,CE-Cessione territorio,BZ,021,BZ,021,17/05/2013
021111,021011,2013,AQ-Acquisizione territorio,BZ,021,BZ,021,17/05/2013
022025,022123,2013,AQ-Acquisizione territorio,TN,022,TN,022,05/02/2013
022123,022025,2013,CE-Cessione territorio,TN,022,TN,022,05/02/2013
030009,030027,2012,CE-Cessione territorio,UD,030,UD,030,19/07/2012
030009,030058,2012,AQ-Acquisizione territorio,UD,030,UD,030,19/07/2012
030027,030009,2012,AQ-Acquisizione territorio,UD,030,UD,030,19/07/2012
030027,030058,2012,CE-Cessione territorio,UD,030,UD,030,19/07/2012
030058,030009,2012,CE-Cessione territorio,UD,030,UD,030,19/07/2012
030058,030027,2012,AQ-Acquisizione territorio,UD,030,UD,030,19/07/2012
018073,018073,2012,CD-Cambio denominazione,PV,018,PV,018,30/06/2012
030098,030134,2012,CE-Cessione territorio,UD,030,UD,030,21/06/2012
030134,030098,2012,AQ-Acquisizione territorio,UD,030,UD,030,21/06/2012
075035,075079,2011,CE-Cessione territorio,LE,075,LE,075,02/12/2011
075035,075079,2011,AQ-Acquisizione territorio,LE,075,LE,075,02/12/2011
075035,075087,2011,CE-Cessione territorio,LE,075,LE,075,02/12/2011
075035,075087,2011,AQ-Acquisizione territorio,LE,075,LE,075,02/12/2011
075079,075035,2011,AQ-Acquisizione territorio,LE,075,LE,075,02/12/2011
075079,075035,2011,CE-Cessione territorio,LE,075,LE,075,02/12/2011
075087,075035,2011,AQ-Acquisizione territorio,LE,075,LE,075,02/12/2011
075087,075035,2011,CE-Cessione territorio,LE,075,LE,075,02/12/2011
030024,030101,2011,AQ-Acquisizione territorio,UD,030,UD,030,20/10/2011
030101,030024,2011,CE-Cessione territorio,UD,030,UD,030,20/10/2011
030070,030135,2011,CE-Cessione territorio,UD,030,UD,030,15/09/2011
030135,030070,2011,AQ-Acquisizione territorio,UD,030,UD,030,15/09/2011
016037,016051,2011,AQ-Acquisizione territorio,BG,016,BG,016,01/09/2011
016037,016051,2011,CE-Cessione territorio,BG,016,BG,016,01/09/2011
016051,016037,2011,CE-Cessione territorio,BG,016,BG,016,01/09/2011
016051,016037,2011,AQ-Acquisizione territorio,BG,016,BG,016,01/09/2011
082040,082046,2011,AQ-Acquisizione territorio,PA,082,PA,082,12/08/2011
082046,082040,2011,CE-Cessione territorio,PA,082,PA,082,12/08/2011
082070,082073,2011,AQ-Acquisizione territorio,PA,082,PA,082,12/08/2011
082070,082073,2011,CE-Cessione territorio,PA,082,PA,082,12/08/2011
082073,082070,2011,CE-Cessione territorio,PA,082,PA,082,12/08/2011
082073,082070,2011,AQ-Acquisizione territorio,PA,082,PA,082,12/08/2011
021058,021059,2011,CE-Cessione territorio,BZ,021,BZ,021,16/05/2011
021059,021058,2011,AQ-Acquisizione territorio,BZ,021,BZ,021,16/05/2011
091073,104009,2011,CE-Cessione territorio,NU,091,OT,104,13/02/2011
091073,104009,2011,AQ-Acquisizione territorio,NU,091,OT,104,13/02/2011
095006,095065,2011,AQ-Acquisizione territorio,OR,095,OR,095,13/02/2011
095006,095065,2011,CE-Cessione territorio,OR,095,OR,095,13/02/2011
095065,095006,2011,CE-Cessione territorio,OR,095,OR,095,13/02/2011
095065,095006,2011,AQ-Acquisizione territorio,OR,095,OR,095,13/02/2011
104009,091073,2011,CE-Cessione territorio,OT,104,NU,091,13/02/2011
104009,091073,2011,AQ-Acquisizione territorio,OT,104,NU,091,13/02/2011
104009,104023,2011,AQ-Acquisizione territorio,OT,104,OT,104,13/02/2011
104009,104023,2011,CE-Cessione territorio,OT,104,OT,104,13/02/2011
104023,104009,2011,CE-Cessione territorio,OT,104,OT,104,13/02/2011
104023,104009,2011,AQ-Acquisizione territorio,OT,104,OT,104,13/02/2011
013076,013249,2011,ES-Estinzione,CO,013,CO,013,11/02/2011
013108,013249,2011,ES-Estinzione,CO,013,CO,013,11/02/2011
013112,013249,2011,ES-Estinzione,CO,013,CO,013,11/02/2011
013249,013076,2011,CS-Costituzione,CO,013,CO,013,11/02/2011
013249,013108,2011,CS-Costituzione,CO,013,CO,013,11/02/2011
013249,013112,2011,CS-Costituzione,CO,013,CO,013,11/02/2011
042018,042027,2010,CE-Cessione territorio,AN,042,AN,042,02/03/2010
042027,042018,2010,AQ-Acquisizione territorio,AN,042,AN,042,02/03/2010
015185,015237,2010,CE-Cessione territorio,MI,015,MI,015,27/02/2010
015237,015185,2010,AQ-Acquisizione territorio,MI,015,MI,015,27/02/2010
016024,016150,2010,CE-Cessione territorio,BG,016,BG,016,13/02/2010
016150,016024,2010,AQ-Acquisizione territorio,BG,016,BG,016,13/02/2010
022014,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022016,022228,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022065,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022107,022228,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022119,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022141,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022197,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022198,022229,2010,ES-Estinzione,TN,022,TN,022,01/01/2010
022228,022016,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022228,022107,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022014,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022065,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022119,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022141,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022197,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
022229,022198,2010,CS-Costituzione,TN,022,TN,022,01/01/2010
015039,108051,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,18/12/2009
015047,108052,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,18/12/2009
015088,108053,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,18/12/2009
015119,108054,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,18/12/2009
015186,108055,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,18/12/2009
013029,013048,2009,CE-Cessione territorio,CO,013,CO,013,23/08/2009
013029,013048,2009,AQ-Acquisizione territorio,CO,013,CO,013,23/08/2009
013048,013029,2009,AQ-Acquisizione territorio,CO,013,CO,013,23/08/2009
013048,013029,2009,CE-Cessione territorio,CO,013,CO,013,23/08/2009
041011,099021,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041024,099022,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041039,099023,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041042,099024,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041053,099025,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041055,099026,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
041063,099027,2009,AP-Cambio appartenenza Provincia,PU,041,RN,099,15/08/2009
018122,018122,2009,CD-Cambio denominazione,PV,018,PV,018,30/07/2009
071030,110005,2009,AP-Cambio appartenenza Provincia,FG,071,BT,110,27/07/2009
071045,110007,2009,AP-Cambio appartenenza Provincia,FG,071,BT,110,27/07/2009
071057,110010,2009,AP-Cambio appartenenza Provincia,FG,071,BT,110,27/07/2009
072005,110001,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072007,110002,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072009,110003,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072013,110004,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072026,110006,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072042,110008,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
072045,110009,2009,AP-Cambio appartenenza Provincia,BA,072,BT,110,27/07/2009
044003,109001,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044004,109002,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044008,109003,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044009,109004,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044018,109005,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044019,109006,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044022,109007,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044024,109008,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044025,109009,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044026,109010,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044028,109011,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044030,109012,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044033,109013,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044035,109014,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044037,109015,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044039,109016,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044040,109017,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044041,109018,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044042,109019,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044043,109020,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044046,109021,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044047,109022,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044048,109023,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044049,109024,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044050,109025,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044051,109026,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044052,109027,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044053,109028,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044055,109029,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044057,109030,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044058,109031,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044059,109032,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044060,109033,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044061,109034,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044062,109035,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044067,109036,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044068,109037,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044069,109038,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044070,109039,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
044072,109040,2009,AP-Cambio appartenenza Provincia,AP,044,FM,109,12/07/2009
015003,108001,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015004,108002,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015006,108003,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015008,108004,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015013,108005,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015017,108006,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015018,108007,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015021,108008,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015023,108009,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015030,108010,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015033,108011,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015034,108012,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015037,108013,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015045,108014,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015048,108015,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015049,108016,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015068,108017,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015069,108018,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015075,108019,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015080,108020,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015084,108021,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015092,108022,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015100,108023,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015107,108024,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015117,108025,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015120,108026,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015121,108027,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015123,108028,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015129,108029,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015138,108030,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015145,108031,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015147,108032,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015149,108033,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015152,108034,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015156,108035,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015161,108036,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015180,108037,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015187,108038,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015208,108039,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015212,108040,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015216,108041,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015217,108042,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015223,108043,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015227,108044,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015231,108045,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015232,108046,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015233,108047,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015234,108048,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015239,108049,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
015241,108050,2009,AP-Cambio appartenenza Provincia,MI,015,MB,108,30/06/2009
093011,093016,2009,CE-Cessione territorio,PN,093,PN,093,16/04/2009
093016,093011,2009,AQ-Acquisizione territorio,PN,093,PN,093,16/04/2009
078030,078102,2009,AQ-Acquisizione territorio,CS,078,CS,078,02/04/2009
078102,078030,2009,CE-Cessione territorio,CS,078,CS,078,02/04/2009
031003,031003,2009,CD-Cambio denominazione,GO,031,GO,031,29/01/2009
031019,031019,2009,CD-Cambio denominazione,GO,031,GO,031,29/01/2009
031022,031022,2009,CD-Cambio denominazione,GO,031,GO,031,29/01/2009
032001,032001,2009,CD-Cambio denominazione,TS,032,TS,032,29/01/2009
032002,032002,2009,CD-Cambio denominazione,TS,032,TS,032,29/01/2009
032005,032005,2009,CD-Cambio denominazione,TS,032,TS,032,29/01/2009
030017,030138,2009,ES-Estinzione,UD,030,UD,030,01/01/2009
030115,030138,2009,ES-Estinzione,UD,030,UD,030,01/01/2009
030138,030017,2009,CS-Costituzione,UD,030,UD,030,01/01/2009
030138,030115,2009,CS-Costituzione,UD,030,UD,030,01/01/2009
022029,022029,2008,CD-Cambio denominazione,TN,022,TN,022,15/10/2008
022037,022074,2008,CE-Cessione territorio,TN,022,TN,022,15/10/2008
022074,022037,2008,AQ-Acquisizione territorio,TN,022,TN,022,15/10/2008
018008,018026,2008,CE-Cessione territorio,PV,018,PV,018,16/08/2008
018026,018008,2008,AQ-Acquisizione territorio,PV,018,PV,018,16/08/2008
082007,082054,2008,AQ-Acquisizione territorio,PA,082,PA,082,24/05/2008
082018,082034,2008,CE-Cessione territorio,PA,082,PA,082,24/05/2008
082018,082034,2008,AQ-Acquisizione territorio,PA,082,PA,082,24/05/2008
082034,082018,2008,AQ-Acquisizione territorio,PA,082,PA,082,24/05/2008
082034,082018,2008,CE-Cessione territorio,PA,082,PA,082,24/05/2008
082054,082007,2008,CE-Cessione territorio,PA,082,PA,082,24/05/2008
021102,021102,2008,CD-Cambio denominazione,BZ,021,BZ,021,19/03/2008
006009,006081,2008,AQ-Acquisizione territorio,AL,006,AL,006,01/01/2008
006081,006009,2008,CE-Cessione territorio,AL,006,AL,006,01/01/2008
100001,100006,2007,AQ-Acquisizione territorio,PO,100,PO,100,15/11/2007
100006,100001,2007,CE-Cessione territorio,PO,100,PO,100,15/11/2007
030010,030048,2007,AQ-Acquisizione territorio,UD,030,UD,030,08/11/2007
030010,030048,2007,CE-Cessione territorio,UD,030,UD,030,08/11/2007
030048,030010,2007,CE-Cessione territorio,UD,030,UD,030,08/11/2007
030048,030010,2007,AQ-Acquisizione territorio,UD,030,UD,030,08/11/2007
017092,017092,2007,CD-Cambio denominazione,BS,017,BS,017,02/11/2007
023004,023098,2007,CE-Cessione territorio,VR,023,VR,023,01/08/2007
023004,023098,2007,AQ-Acquisizione territorio,VR,023,VR,023,01/08/2007
023098,023004,2007,CE-Cessione territorio,VR,023,VR,023,01/08/2007
023098,023004,2007,AQ-Acquisizione territorio,VR,023,VR,023,01/08/2007
050004,050029,2007,CE-Cessione territorio,PI,050,PI,050,26/04/2007
050004,050029,2007,AQ-Acquisizione territorio,PI,050,PI,050,26/04/2007
050029,050004,2007,AQ-Acquisizione territorio,PI,050,PI,050,26/04/2007
050029,050004,2007,CE-Cessione territorio,PI,050,PI,050,26/04/2007
075020,075038,2007,AQ-Acquisizione territorio,LE,075,LE,075,12/01/2007
075020,075038,2007,CE-Cessione territorio,LE,075,LE,075,12/01/2007
075038,075020,2007,AQ-Acquisizione territorio,LE,075,LE,075,12/01/2007
075038,075020,2007,CE-Cessione territorio,LE,075,LE,075,12/01/2007
016093,016204,2006,CE-Cessione territorio,BG,016,BG,016,30/12/2006
016093,016204,2006,AQ-Acquisizione territorio,BG,016,BG,016,30/12/2006
016204,016093,2006,CE-Cessione territorio,BG,016,BG,016,30/12/2006
016204,016093,2006,AQ-Acquisizione territorio,BG,016,BG,016,30/12/2006
030031,030095,2006,AQ-Acquisizione territorio,UD,030,UD,030,30/11/2006
030031,030095,2006,CE-Cessione territorio,UD,030,UD,030,30/11/2006
030083,030091,2006,CE-Cessione territorio,UD,030,UD,030,30/11/2006
030083,030091,2006,AQ-Acquisizione territorio,UD,030,UD,030,30/11/2006
030091,030083,2006,AQ-Acquisizione territorio,UD,030,UD,030,30/11/2006
030091,030083,2006,CE-Cessione territorio,UD,030,UD,030,30/11/2006
030095,030031,2006,CE-Cessione territorio,UD,030,UD,030,30/11/2006
030095,030031,2006,AQ-Acquisizione territorio,UD,030,UD,030,30/11/2006
014001,014045,2006,AQ-Acquisizione territorio,SO,014,SO,014,09/08/2006
014045,014001,2006,CE-Cessione territorio,SO,014,SO,014,09/08/2006
030011,030062,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
030011,030062,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030011,030074,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
030011,030074,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030062,030011,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
030062,030011,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030062,030074,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030062,030074,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
030074,030011,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030074,030011,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
030074,030062,2006,CE-Cessione territorio,UD,030,UD,030,20/07/2006
030074,030062,2006,AQ-Acquisizione territorio,UD,030,UD,030,20/07/2006
068028,068041,2006,CE-Cessione territorio,PE,068,PE,068,13/07/2006
068041,068028,2006,AQ-Acquisizione territorio,PE,068,PE,068,13/07/2006
018011,018038,2006,CE-Cessione territorio,PV,018,PV,018,12/05/2006
018011,018038,2006,AQ-Acquisizione territorio,PV,018,PV,018,12/05/2006
018038,018011,2006,CE-Cessione territorio,PV,018,PV,018,12/05/2006
018038,018011,2006,AQ-Acquisizione territorio,PV,018,PV,018,12/05/2006
073023,073027,2006,AQ-Acquisizione territorio,TA,073,TA,073,10/03/2006
073023,073027,2006,CE-Cessione territorio,TA,073,TA,073,10/03/2006
073027,073023,2006,AQ-Acquisizione territorio,TA,073,TA,073,10/03/2006
073027,073023,2006,CE-Cessione territorio,TA,073,TA,073,10/03/2006
016086,016128,2006,CE-Cessione territorio,BG,016,BG,016,04/03/2006
016128,016086,2006,AQ-Acquisizione territorio,BG,016,BG,016,04/03/2006
030017,030115,2006,CE-Cessione territorio,UD,030,UD,030,09/02/2006
030115,030017,2006,AQ-Acquisizione territorio,UD,030,UD,030,09/02/2006
045004,045007,2006,CE-Cessione territorio,MS,045,MS,045,07/01/2006
045007,045004,2006,AQ-Acquisizione territorio,MS,045,MS,045,07/01/2006
090001,104001,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090002,104003,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090006,104004,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090009,104006,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090014,104007,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090017,104008,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090021,104010,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090035,104012,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090036,104014,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090037,104015,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090041,104016,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090047,104017,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090049,104018,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090054,104020,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090062,104002,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090063,104022,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090070,104025,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090074,104026,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090080,104024,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090081,104005,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090083,104011,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090084,104013,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090085,104021,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
090090,104019,2006,AP-Cambio appartenenza Provincia,SS,090,OT,104,01/01/2006
091002,105001,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091005,105002,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
